node_id,FloodDepth
MH1400226,-1.0923492908477783
MH1400228,0.6763641834259033
MH1400230,-0.1560324877500534
MH1400232,-1.3672517538070679
MH1400234,-0.6147394776344299
MH1400236,-2.742697238922119
MH1400238,-2.9097859859466553
MH1400240,-3.1560842990875244
MH1400242,-3.259539842605591
MH1400244,-3.1187617778778076
MH1498064,-0.5422149300575256
MH1498069,-1.6726306676864624
MH396965,-2.007483720779419
MH397219,0.09650427848100662
MH397221,0.4635709524154663
MH397654,0.20820409059524536
MH397904,-1.6027504205703735
MH398171,-3.3331375122070312
MH398172,-2.7929563522338867
MH398173,-0.06177529692649841
MH398175,-0.34548816084861755
MH398558,-1.3597995042800903
MH398560,-0.9564385414123535
MH398561,-1.7565202713012695
MH398562,-1.0843253135681152
MH398563,-1.006039023399353
MH400936,-0.9174409508705139
MH400937,-2.1240737438201904
MH400939,0.9885903596878052
MH400940,0.2300156056880951
MH400941,0.43801382184028625
MH400942,0.9081371426582336
MH400943,0.742056667804718
MH400944,0.5600014328956604
MH401323,0.21437956392765045
MH401324,0.19840745627880096
MH402868,-0.03167637065052986
MH402978,-0.864920437335968
MH403713,-0.16048955917358398
MH405860,0.267864853143692
MH405861,0.0725252777338028
MH405862,0.36418578028678894
MH405863,-1.895417332649231
MH405864,0.30033254623413086
MH405865,-0.42269185185432434
MH405938,-0.18257565796375275
MH405939,-2.039285659790039
MH405940,-1.3946446180343628
MH405941,0.5964431166648865
MH405942,-1.0852479934692383
MH405945,-1.3067859411239624
MH405946,-1.5262203216552734
MH406956,-2.1074390411376953
MH406956_1,-1.9750924110412598
MH407003,1.2453055381774902
MH409133,0.6910578012466431
MH409134,0.5501101613044739
MH409138,-0.15146662294864655
MH409141,-0.39126792550086975
MH410048,0.5823313593864441
MH411165,-0.14741182327270508
MH411166,0.4737582504749298
MH411168,-0.7925563454627991
MH411169,0.5972367525100708
MH411170,0.6433166861534119
MH411654,0.4908248484134674
MH411662,0.8979353308677673
MH412047,0.054615896195173264
MH412767,-0.32559195160865784
MH412768,-0.04655696824193001
MH413144,-1.3430285453796387
MH413145,-0.16487985849380493
MH413146,-0.40675249695777893
MH413148,-1.044615626335144
MH413985,0.48852062225341797
MH413986,0.8024500608444214
MH413987,0.3763159215450287
MH413988,0.16841275990009308
MH413989,0.13301101326942444
MH413990,0.7272955775260925
MH413991,-0.014262068085372448
MH415126,-0.5443543195724487
MH415869,0.1232438012957573
MH415870,-0.514244019985199
MH417659,0.4302828311920166
MH417662,0.39154356718063354
MH417663,0.6995275616645813
MH417664,0.5480854511260986
MH417665,0.11561834067106247
MH417669,0.6271264553070068
MH417670,-0.18896561861038208
MH417671,0.4479856491088867
MH418157,0.22205601632595062
MH418158,0.6398646831512451
MH418233,0.3145848512649536
MH418234,0.5636234283447266
MH418704,0.0991768166422844
MH418990,-2.5958971977233887
MH418992,-2.1466526985168457
MH418993,-2.155050039291382
MH418995,-1.9264583587646484
MH422562,0.44575077295303345
MH422563,0.284745991230011
MH422564,0.35732677578926086
MH422566,0.5378201603889465
MH422569,0.004209440667182207
MH423068,-0.3480723798274994
MH423069,0.6153901815414429
MH423466,-0.0457870252430439
MH423970,-2.9043524265289307
MHJ11_L,0.8646066188812256
MHJ12_L,1.1518118381500244
MHJ22_L,0.7913839221000671
MHJ23_L,-0.034828826785087585
MHJ25_L,0.7971236705780029
MHJ26_L,0.2218216508626938
MHJ27_L,0.3892241418361664
MHJ28_L,0.539226770401001
MHJ31_L,0.9185613989830017
MHJ6_L,0.979443371295929
MHJ7_L,0.4713420569896698
MHJ8_L,0.11555188149213791
MHJ9_L,0.08275789767503738
MH492576,0.9281798601150513
MH414536,-1.4974453449249268
MH414965,-2.9994306564331055
MH1371142,-3.0394365787506104
MH1371153,-2.879741907119751
MH1371167,-2.4151129722595215
MH1371174,-2.277721881866455
MH1371181,-2.271472930908203
MH1371196,-2.355506420135498
MH1371208,-3.60884952545166
MH1371238,-3.43920636177063
MH397068,0.7760834097862244
MH397074,0.3711076080799103
MH397076,-0.6029104590415955
MH397653,-2.859515905380249
MH397666,0.17388935387134552
MH397759,-1.2363826036453247
MH398281,-4.054783344268799
MH398282,-3.2675230503082275
MH398283,-4.595227241516113
MH398284,-2.9883265495300293
MH400938,0.4998016059398651
MH404143,0.5597545504570007
MH404625,0.10292927920818329
MH404628,-2.518568277359009
MH404631,-1.383148431777954
MH408352,-1.8731943368911743
MH409049,0.3436606228351593
MH410865,0.355032742023468
MH410868,0.2522616982460022
MH416611,-2.8089537620544434
MH416612,-2.2493882179260254
MH417675,0.328769713640213
MH422045,-0.797195315361023
MH422046,0.5762014389038086
MH422137,0.5376505255699158
MH423067,0.10249897837638855
MH423969,-2.064469575881958
MHJ1_L,-3.129997730255127
MHJ2_L,-0.8210676908493042
MHJ20_L,-2.6002132892608643
MHJ21_L,0.5082894563674927
MHJ24_L,-2.4690001010894775
MHJ3_L,0.0836094468832016
MHJ32_L,-2.3649158477783203
MH492375,0.6332783102989197
MH499971,-2.315462112426758
MH396959,-0.7340723872184753
MH396964,-0.9275031685829163
MH398541,-2.551923990249634
MH398551,0.330653578042984
MH398555,-1.3133552074432373
MH398556,0.5782777070999146
MH398557,0.45488837361335754
MH398559,0.15344935655593872
MH413993,-0.30294087529182434
MHJ4_L,0.43981027603149414
MHJ5_L,0.3904132843017578
MH411652,0.5873157382011414
MH1401601,0.26057279109954834
MH483854,1.157334327697754
