node_id,FloodDepth
MH1400226,-1.2348768711090088
MH1400228,0.4441688656806946
MH1400230,-0.3870350122451782
MH1400232,-1.508514165878296
MH1400234,-1.0472807884216309
MH1400236,-2.883870840072632
MH1400238,-2.9327635765075684
MH1400240,-3.1566030979156494
MH1400242,-3.259539842605591
MH1400244,-3.1270296573638916
MH1498064,-0.7711669206619263
MH1498069,-1.8152602910995483
MH396965,-2.1742196083068848
MH397219,-0.05293403938412666
MH397221,0.33389604091644287
MH397654,0.04561934620141983
MH397904,-1.745388150215149
MH398171,-3.3779306411743164
MH398172,-3.040415048599243
MH398173,-0.3966846764087677
MH398175,-0.6671754121780396
MH398558,-1.8704880475997925
MH398560,-1.6798127889633179
MH398561,-1.9086664915084839
MH398562,-1.2966363430023193
MH398563,-1.2302436828613281
MH400936,-1.0595088005065918
MH400937,-2.262442111968994
MH400939,0.8402392268180847
MH400940,0.09858784824609756
MH400941,0.34100380539894104
MH400942,0.8502452969551086
MH400943,0.6310760378837585
MH400944,0.5017960071563721
MH401323,0.10598596185445786
MH401324,0.0757618099451065
MH402868,-0.12659363448619843
MH402978,-1.008539080619812
MH403713,-0.33569133281707764
MH405860,0.13069023191928864
MH405861,0.06501469016075134
MH405862,0.2794330418109894
MH405863,-2.0882060527801514
MH405864,0.2097880095243454
MH405865,-0.5801005959510803
MH405938,-0.3450787663459778
MH405939,-2.0357706546783447
MH405940,-1.5935202836990356
MH405941,0.5273337364196777
MH405942,-0.7530590295791626
MH405945,-1.5139790773391724
MH405946,-1.70548677444458
MH406956,-2.231807231903076
MH406956_1,-2.103641986846924
MH407003,0.9306824207305908
MH409133,0.6219068765640259
MH409134,0.47184592485427856
MH409138,-0.31932374835014343
MH409141,-0.5747697949409485
MH410048,0.4248376190662384
MH411165,-0.3377344608306885
MH411166,0.3597789406776428
MH411168,-0.9400642514228821
MH411169,0.5096408724784851
MH411170,0.5483320951461792
MH411654,0.4091160297393799
MH411662,0.7606473565101624
MH412047,-0.08983632922172546
MH412767,-0.4696846902370453
MH412768,-0.20133449137210846
MH413144,-1.4856849908828735
MH413145,-0.36676496267318726
MH413146,-0.6207488775253296
MH413148,-1.1880217790603638
MH413985,0.3387455344200134
MH413986,0.6532405018806458
MH413987,0.22996768355369568
MH413988,-0.038616299629211426
MH413989,-0.07509445399045944
MH413990,0.5808418393135071
MH413991,-0.07768667489290237
MH415126,-0.7615846395492554
MH415869,-0.04337180033326149
MH415870,-0.6580992341041565
MH417659,0.35419654846191406
MH417662,0.32709360122680664
MH417663,0.6460289359092712
MH417664,0.5334754586219788
MH417665,-0.0011510938638821244
MH417669,0.5898512601852417
MH417670,-0.2912547290325165
MH417671,0.3731709420681
MH418157,0.14099031686782837
MH418158,0.5539929866790771
MH418233,0.24859321117401123
MH418234,0.4841383993625641
MH418704,-0.05933685228228569
MH418990,-3.147061347961426
MH418992,-2.3386623859405518
MH418993,-2.3673222064971924
MH418995,-2.1119346618652344
MH422562,0.3049541115760803
MH422563,0.13252532482147217
MH422564,0.2110355943441391
MH422566,0.387600839138031
MH422569,-0.14001256227493286
MH423068,-0.3161044716835022
MH423069,0.6232054829597473
MH423466,-1.334601640701294
MH423970,-2.9857683181762695
MHJ11_L,0.7111228108406067
MHJ12_L,0.9975935220718384
MHJ22_L,0.33883222937583923
MHJ23_L,-0.13840040564537048
MHJ25_L,0.7139400243759155
MHJ26_L,0.13898900151252747
MHJ27_L,0.30328160524368286
MHJ28_L,0.4357140064239502
MHJ31_L,0.7781872749328613
MHJ6_L,0.9101835489273071
MHJ7_L,0.26739853620529175
MHJ8_L,-0.09377045184373856
MHJ9_L,-0.1262536644935608
MH492576,0.8331959247589111
MH414536,-1.9230273962020874
MH414965,-2.9994306564331055
MH1371142,-3.0394365787506104
MH1371153,-2.904402017593384
MH1371167,-2.4151129722595215
MH1371174,-2.290738582611084
MH1371181,-2.304494857788086
MH1371196,-2.394385814666748
MH1371208,-3.60884952545166
MH1371238,-3.435837507247925
MH397068,0.7069365978240967
MH397074,0.2910066843032837
MH397076,-2.1229748725891113
MH397653,-2.9521727561950684
MH397666,0.024402180686593056
MH397759,-1.6050959825515747
MH398281,-4.085954666137695
MH398282,-3.2675230503082275
MH398283,-4.595227241516113
MH398284,-3.003946304321289
MH400938,0.4264649748802185
MH404143,0.5588086843490601
MH404625,-0.13539229333400726
MH404628,-2.55757212638855
MH404631,-1.497667670249939
MH408352,-1.8735148906707764
MH409049,0.27467700839042664
MH410865,0.2859435975551605
MH410868,0.2220674306154251
MH416611,-2.8089537620544434
MH416612,-2.738377809524536
MH417675,0.2786059081554413
MH422045,-0.9071792960166931
MH422046,0.5189220309257507
MH422137,0.49063563346862793
MH423067,0.029831215739250183
MH423969,-2.353933572769165
MHJ1_L,-3.1300013065338135
MHJ2_L,-2.312396287918091
MHJ20_L,-2.6115100383758545
MHJ21_L,0.4504823684692383
MHJ24_L,-2.4690001010894775
MHJ3_L,-0.9338734149932861
MHJ32_L,-2.3649158477783203
MH492375,0.5641331672668457
MH499971,-2.3261382579803467
MH396959,-0.9090762734413147
MH396964,-1.0941492319107056
MH398541,-2.605902671813965
MH398551,0.3047865927219391
MH398555,-2.4209773540496826
MH398556,0.5147566795349121
MH398557,0.41850653290748596
MH398559,0.03244329243898392
MH413993,-0.5177183747291565
MHJ4_L,0.3445868194103241
MHJ5_L,0.24494816362857819
MH411652,0.5320048332214355
MH1401601,0.19794495403766632
MH483854,1.1020246744155884
