node_id,FloodDepth
MH1400226,-4.035670757293701
MH1400228,-2.5383379459381104
MH1400230,-3.0044517517089844
MH1400232,-3.167513608932495
MH1400234,-3.5126731395721436
MH1400236,-3.141247034072876
MH1400238,-2.9936530590057373
MH1400240,-3.162536144256592
MH1400242,-3.259539842605591
MH1400244,-3.1459531784057617
MH1498064,-3.6614902019500732
MH1498069,-3.739060401916504
MH396965,-3.2548835277557373
MH397219,-2.4212214946746826
MH397221,-2.309039831161499
MH397654,-3.167330026626587
MH397904,-3.9587607383728027
MH398171,-3.378143548965454
MH398172,-3.194500207901001
MH398173,-3.098228693008423
MH398175,-3.304781675338745
MH398558,-2.625033140182495
MH398560,-2.2445671558380127
MH398561,-3.3320252895355225
MH398562,-3.053948163986206
MH398563,-3.013482093811035
MH400936,-3.524815797805786
MH400937,-3.6885175704956055
MH400939,-2.399402141571045
MH400940,-2.7389109134674072
MH400941,-2.310478687286377
MH400942,-1.8795037269592285
MH400943,-2.5485029220581055
MH400944,-2.2561495304107666
MH401323,-2.5741050243377686
MH401324,-3.183638095855713
MH402868,-3.1467301845550537
MH402978,-4.18353271484375
MH403713,-3.502385139465332
MH405860,-2.715578556060791
MH405861,-2.020038366317749
MH405862,-2.094930648803711
MH405863,-2.6257266998291016
MH405864,-3.2858667373657227
MH405865,-2.4548144340515137
MH405938,-2.11083984375
MH405939,-2.0663764476776123
MH405940,-2.521597385406494
MH405941,-1.6980341672897339
MH405942,-2.3176357746124268
MH405945,-3.218250036239624
MH405946,-3.453443765640259
MH406956,-3.88189959526062
MH406956_1,-3.7896997928619385
MH407003,-1.7251759767532349
MH409133,-1.8015918731689453
MH409134,-2.042370080947876
MH409138,-2.56467604637146
MH409141,-3.428469657897949
MH410048,-2.8170249462127686
MH411165,-2.8910136222839355
MH411166,-2.28712797164917
MH411168,-2.932889938354492
MH411169,-2.428633213043213
MH411170,-2.5093483924865723
MH411654,-1.674750804901123
MH411662,-2.240175247192383
MH412047,-3.2767345905303955
MH412767,-3.679943799972534
MH412768,-3.4508774280548096
MH413144,-4.379741191864014
MH413145,-3.4677443504333496
MH413146,-3.694823741912842
MH413148,-4.333736896514893
MH413985,-2.8670620918273926
MH413986,-2.5492773056030273
MH413987,-2.9511585235595703
MH413988,-3.1877176761627197
MH413989,-2.2273240089416504
MH413990,-2.600491762161255
MH413991,-2.4865684509277344
MH415126,-3.69084095954895
MH415869,-3.3425230979919434
MH415870,-3.8656880855560303
MH417659,-2.47760272026062
MH417662,-2.965385913848877
MH417663,-2.5755324363708496
MH417664,-2.4169740676879883
MH417665,-2.9897396564483643
MH417669,-2.526057243347168
MH417670,-2.580780267715454
MH417671,-2.011592388153076
MH418157,-3.349371910095215
MH418158,-2.3830032348632812
MH418233,-2.600801467895508
MH418234,-2.335367202758789
MH418704,-3.3643813133239746
MH418990,-3.2057976722717285
MH418992,-3.037722110748291
MH418993,-2.840036392211914
MH418995,-2.908750057220459
MH422562,-2.827009439468384
MH422563,-3.094965696334839
MH422564,-2.9700260162353516
MH422566,-2.820403814315796
MH422569,-3.3282363414764404
MH423068,-2.850503921508789
MH423069,-2.0700066089630127
MH423466,-2.647174835205078
MH423970,-3.337911605834961
MHJ11_L,-1.5146483182907104
MHJ12_L,-1.2365376949310303
MHJ22_L,-2.2717185020446777
MHJ23_L,-3.101350784301758
MHJ25_L,-2.537529706954956
MHJ26_L,-2.0384771823883057
MHJ27_L,-1.869591474533081
MHJ28_L,0.22504787147045135
MHJ31_L,-2.243457078933716
MHJ6_L,-1.9684087038040161
MHJ7_L,-2.760300397872925
MHJ8_L,-1.6608951091766357
MHJ9_L,-2.2166388034820557
MH492576,-1.720447063446045
MH414536,-2.9066073894500732
MH414965,-2.9994306564331055
MH1371142,-3.0394365787506104
MH1371153,-2.965643882751465
MH1371167,-2.4151129722595215
MH1371174,-2.327457904815674
MH1371181,-2.9853627681732178
MH1371196,-2.9084699153900146
MH1371208,-3.60884952545166
MH1371238,-3.4498958587646484
MH397068,-1.4700146913528442
MH397074,-1.7789018154144287
MH397076,-2.79880952835083
MH397653,-3.043063163757324
MH397666,-2.8656651973724365
MH397759,-2.965390682220459
MH398281,-4.240627765655518
MH398282,-3.2675230503082275
MH398283,-4.595227241516113
MH398284,-3.0683176517486572
MH400938,-1.8559882640838623
MH404143,0.25665295124053955
MH404625,-2.5712857246398926
MH404628,-3.232123613357544
MH404631,-2.4631645679473877
MH408352,-1.9865727424621582
MH409049,-2.4213788509368896
MH410865,-2.7867870330810547
MH410868,-1.912473440170288
MH416611,-2.8089537620544434
MH416612,-2.795383930206299
MH417675,-2.5514626502990723
MH422045,-2.6613504886627197
MH422046,-1.2371701002120972
MH422137,-1.407259225845337
MH423067,-2.371436595916748
MH423969,-3.2569854259490967
MHJ1_L,-3.1313202381134033
MHJ2_L,-2.3426926136016846
MHJ20_L,-2.620340585708618
MHJ21_L,-1.3074227571487427
MHJ24_L,-2.4690001010894775
MHJ3_L,-0.9445950388908386
MHJ32_L,-2.3649158477783203
MH492375,-1.6127979755401611
MH499971,-2.394899845123291
MH396959,-1.3877406120300293
MH396964,-1.577082872390747
MH398541,-3.355475425720215
MH398551,-2.3026459217071533
MH398555,-2.9297821521759033
MH398556,-1.1406643390655518
MH398557,-1.8201953172683716
MH398559,-1.9210351705551147
MH413993,-1.420945405960083
MHJ4_L,-1.3257365226745605
MHJ5_L,-1.6258379220962524
MH411652,-1.039867639541626
MH1401601,-2.2032523155212402
MH483854,-0.4698636531829834
