node_id,FloodDepth
MH1400226,-4.034034729003906
MH1400228,-2.5584185123443604
MH1400230,-3.0182647705078125
MH1400232,-3.165074110031128
MH1400234,-3.5258476734161377
MH1400236,-3.1408309936523438
MH1400238,-3.00091552734375
MH1400240,-3.1628239154815674
MH1400242,-3.259539842605591
MH1400244,-3.1509182453155518
MH1498064,-3.6768958568573
MH1498069,-3.739060401916504
MH396965,-3.261608123779297
MH397219,-2.761796474456787
MH397221,-2.4679617881774902
MH397654,-3.180509567260742
MH397904,-3.9587607383728027
MH398171,-3.378143548965454
MH398172,-3.203702926635742
MH398173,-3.134277820587158
MH398175,-3.321406841278076
MH398558,-2.645336151123047
MH398560,-2.266282081604004
MH398561,-3.43377423286438
MH398562,-3.2925493717193604
MH398563,-3.271804094314575
MH400936,-3.6520442962646484
MH400937,-3.692375898361206
MH400939,-2.5101702213287354
MH400940,-2.861417770385742
MH400941,-2.3198060989379883
MH400942,-1.9850369691848755
MH400943,-2.634033679962158
MH400944,-2.2691264152526855
MH401323,-2.5929369926452637
MH401324,-3.2061264514923096
MH402868,-3.1467301845550537
MH402978,-4.248185634613037
MH403713,-3.5445878505706787
MH405860,-2.793738603591919
MH405861,-2.097440242767334
MH405862,-2.1312570571899414
MH405863,-2.6365103721618652
MH405864,-3.3013389110565186
MH405865,-2.671459913253784
MH405938,-2.34786057472229
MH405939,-2.0726425647735596
MH405940,-2.5535330772399902
MH405941,-2.2688100337982178
MH405942,-2.32647967338562
MH405945,-3.2564961910247803
MH405946,-3.490122079849243
MH406956,-3.954230785369873
MH406956_1,-3.8746886253356934
MH407003,-1.8201875686645508
MH409133,-2.4721295833587646
MH409134,-2.215104579925537
MH409138,-2.7336676120758057
MH409141,-3.636274576187134
MH410048,-2.925739049911499
MH411165,-2.9078893661499023
MH411166,-2.2947590351104736
MH411168,-2.9445528984069824
MH411169,-2.928553342819214
MH411170,-2.7953245639801025
MH411654,-1.7567875385284424
MH411662,-2.353288173675537
MH412047,-3.3667526245117188
MH412767,-3.737880229949951
MH412768,-3.566847562789917
MH413144,-4.375735759735107
MH413145,-3.5074689388275146
MH413146,-3.7281436920166016
MH413148,-4.409797191619873
MH413985,-2.9737472534179688
MH413986,-2.654480218887329
MH413987,-3.05607271194458
MH413988,-3.203551769256592
MH413989,-2.2402913570404053
MH413990,-2.7069437503814697
MH413991,-2.4925763607025146
MH415126,-3.711648941040039
MH415869,-3.3978495597839355
MH415870,-3.912872552871704
MH417659,-2.4945192337036133
MH417662,-3.311854124069214
MH417663,-3.0099823474884033
MH417664,-2.4483156204223633
MH417665,-3.012207508087158
MH417669,-2.6472976207733154
MH417670,-2.6026155948638916
MH417671,-2.4647345542907715
MH418157,-3.392298698425293
MH418158,-2.415728807449341
MH418233,-3.1372768878936768
MH418234,-2.348357915878296
MH418704,-3.49088191986084
MH418990,-3.2161896228790283
MH418992,-3.046391248703003
MH418993,-2.847456932067871
MH418995,-2.917323112487793
MH422562,-2.9145071506500244
MH422563,-3.2077085971832275
MH422564,-3.0738742351531982
MH422566,-2.9284121990203857
MH422569,-3.41634202003479
MH423068,-2.8674566745758057
MH423069,-2.0927960872650146
MH423466,-2.6568052768707275
MH423970,-3.337911605834961
MHJ11_L,-1.5629135370254517
MHJ12_L,-1.3766533136367798
MHJ22_L,-2.282273769378662
MHJ23_L,-3.1227011680603027
MHJ25_L,-2.570387125015259
MHJ26_L,-2.047879457473755
MHJ27_L,-1.8732218742370605
MHJ28_L,0.12173529714345932
MHJ31_L,-2.3575658798217773
MHJ6_L,-1.9816373586654663
MHJ7_L,-2.7609846591949463
MHJ8_L,-1.6637271642684937
MHJ9_L,-2.2287776470184326
MH492576,-1.720447063446045
MH414536,-2.918063163757324
MH414965,-2.9994306564331055
MH1371142,-3.0394365787506104
MH1371153,-2.975599527359009
MH1371167,-2.4151129722595215
MH1371174,-2.332040786743164
MH1371181,-2.984579086303711
MH1371196,-2.9084599018096924
MH1371208,-3.60884952545166
MH1371238,-3.4496209621429443
MH397068,-1.4864084720611572
MH397074,-1.7894905805587769
MH397076,-2.8099312782287598
MH397653,-3.043063163757324
MH397666,-2.888599157333374
MH397759,-2.9768831729888916
MH398281,-4.2685112953186035
MH398282,-3.2675230503082275
MH398283,-4.595227241516113
MH398284,-3.0828559398651123
MH400938,-2.7971572875976562
MH404143,0.27931469678878784
MH404625,-2.580648899078369
MH404628,-3.2314789295196533
MH404631,-2.670214891433716
MH408352,-1.9777952432632446
MH409049,-2.4531733989715576
MH410865,-2.8007564544677734
MH410868,-2.275242567062378
MH416611,-2.8089537620544434
MH416612,-2.8043148517608643
MH417675,-2.586738109588623
MH422045,-2.6707253456115723
MH422046,-2.1757760047912598
MH422137,-2.3012771606445312
MH423067,-3.170506238937378
MH423969,-3.255558490753174
MHJ1_L,-3.1312155723571777
MHJ2_L,-2.348388910293579
MHJ20_L,-2.6275596618652344
MHJ21_L,-2.0588433742523193
MHJ24_L,-2.4690001010894775
MHJ3_L,-0.9551979899406433
MHJ32_L,-2.3649158477783203
MH492375,-1.6291509866714478
MH499971,-2.410137414932251
MH396959,-1.3976715803146362
MH396964,-1.577082872390747
MH398541,-3.3990063667297363
MH398551,-2.8093862533569336
MH398555,-2.945675849914551
MH398556,-2.058750867843628
MH398557,-2.897270917892456
MH398559,-2.338775634765625
MH413993,-1.4336007833480835
MHJ4_L,-1.9491901397705078
MHJ5_L,-1.8871194124221802
MH411652,-1.0511481761932373
MH1401601,-2.210141897201538
MH483854,-0.48113301396369934
