!Version=2,type=RED,encoding=MBCS
FILECONT, TITLE
0,1
UserSettings,U_RD,U_EVAP,U_FLOW,U_VALUES,U_DATETIME
UserSettingsValues,mm,mm/day,m3/s,mm/hr,mm-dd-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_ARD,G_EVAP,G_UCWI,G_API30,G_SMS,G_SMD,G_WI,G_CINI,G_BF0,G_RP,G_DUR,G_RPT
01/01/2099 00:00:00,300,1,0,0,0.000,0,0,0.000,0,0,0,0.0000,0.0,POT
L_ARF,L_ARD,L_EVAP,L_UCWI,L_API30,L_SMS,L_SMD,L_WI,L_CINI,L_BF0
0.00,0,0,0.000,0,0,0.000,0,0,0
L_PTITLE,L_PDESC,L_GAUGE_DATA
1,COV2018_2050High_50y24h_Z1N_SCS,
L_ACF,L_SCF
1.000,1.000
P_DATETIME,1
01/01/2099 00:00:00,0.000
01/01/2099 00:05:00,4.577
01/01/2099 00:10:00,3.641
01/01/2099 00:15:00,3.502
01/01/2099 00:20:00,3.364
01/01/2099 00:25:00,3.225
01/01/2099 00:30:00,3.121
01/01/2099 00:35:00,3.121
01/01/2099 00:40:00,3.294
01/01/2099 00:45:00,3.433
01/01/2099 00:50:00,3.572
01/01/2099 00:55:00,3.710
01/01/2099 01:00:00,4.022
01/01/2099 01:05:00,4.855
01/01/2099 01:10:00,5.028
01/01/2099 01:15:00,5.167
01/01/2099 01:20:00,5.305
01/01/2099 01:25:00,5.444
01/01/2099 01:30:00,5.479
01/01/2099 01:35:00,5.201
01/01/2099 01:40:00,5.201
01/01/2099 01:45:00,5.063
01/01/2099 01:50:00,5.236
01/01/2099 01:55:00,5.305
01/01/2099 02:00:00,5.236
01/01/2099 02:05:00,5.375
01/01/2099 02:10:00,5.548
01/01/2099 02:15:00,5.548
01/01/2099 02:20:00,5.652
01/01/2099 02:25:00,5.652
01/01/2099 02:30:00,5.548
01/01/2099 02:35:00,5.548
01/01/2099 02:40:00,5.548
01/01/2099 02:45:00,5.548
01/01/2099 02:50:00,5.548
01/01/2099 02:55:00,5.548
01/01/2099 03:00:00,5.514
01/01/2099 03:05:00,5.375
01/01/2099 03:10:00,5.548
01/01/2099 03:15:00,5.548
01/01/2099 03:20:00,5.548
01/01/2099 03:25:00,5.618
01/01/2099 03:30:00,5.791
01/01/2099 03:35:00,6.068
01/01/2099 03:40:00,6.242
01/01/2099 03:45:00,6.103
01/01/2099 03:50:00,6.276
01/01/2099 03:55:00,6.415
01/01/2099 04:00:00,6.415
01/01/2099 04:05:00,6.415
01/01/2099 04:10:00,6.415
01/01/2099 04:15:00,6.554
01/01/2099 04:20:00,6.693
01/01/2099 04:25:00,6.762
01/01/2099 04:30:00,6.797
01/01/2099 04:35:00,6.935
01/01/2099 04:40:00,7.109
01/01/2099 04:45:00,7.247
01/01/2099 04:50:00,7.386
01/01/2099 04:55:00,7.525
01/01/2099 05:00:00,7.698
01/01/2099 05:05:00,7.976
01/01/2099 05:10:00,8.149
01/01/2099 05:15:00,8.288
01/01/2099 05:20:00,8.426
01/01/2099 05:25:00,8.565
01/01/2099 05:30:00,8.634
01/01/2099 05:35:00,8.496
01/01/2099 05:40:00,8.842
01/01/2099 05:45:00,8.981
01/01/2099 05:50:00,9.120
01/01/2099 05:55:00,9.328
01/01/2099 06:00:00,9.709
01/01/2099 06:05:00,10.403
01/01/2099 06:10:00,10.576
01/01/2099 06:15:00,10.715
01/01/2099 06:20:00,10.854
01/01/2099 06:25:00,10.992
01/01/2099 06:30:00,10.923
01/01/2099 06:35:00,10.230
01/01/2099 06:40:00,10.230
01/01/2099 06:45:00,10.507
01/01/2099 06:50:00,10.888
01/01/2099 06:55:00,11.305
01/01/2099 07:00:00,11.790
01/01/2099 07:05:00,12.483
01/01/2099 07:10:00,13.350
01/01/2099 07:15:00,14.183
01/01/2099 07:20:00,15.119
01/01/2099 07:25:00,16.159
01/01/2099 07:30:00,21.014
01/01/2099 07:35:00,37.104
01/01/2099 07:40:00,40.398
01/01/2099 07:45:00,41.508
01/01/2099 07:50:00,41.473
01/01/2099 07:55:00,40.294
01/01/2099 08:00:00,36.063
01/01/2099 08:05:00,24.967
01/01/2099 08:10:00,21.326
01/01/2099 08:15:00,18.968
01/01/2099 08:20:00,17.026
01/01/2099 08:25:00,15.500
01/01/2099 08:30:00,14.772
01/01/2099 08:35:00,15.604
01/01/2099 08:40:00,14.737
01/01/2099 08:45:00,14.044
01/01/2099 08:50:00,13.350
01/01/2099 08:55:00,12.657
01/01/2099 09:00:00,11.998
01/01/2099 09:05:00,11.443
01/01/2099 09:10:00,10.923
01/01/2099 09:15:00,10.507
01/01/2099 09:20:00,10.091
01/01/2099 09:25:00,9.675
01/01/2099 09:30:00,9.432
01/01/2099 09:35:00,9.709
01/01/2099 09:40:00,9.709
01/01/2099 09:45:00,9.432
01/01/2099 09:50:00,9.155
01/01/2099 09:55:00,9.016
01/01/2099 10:00:00,8.947
01/01/2099 10:05:00,8.669
01/01/2099 10:10:00,8.322
01/01/2099 10:15:00,8.322
01/01/2099 10:20:00,8.322
01/01/2099 10:25:00,8.184
01/01/2099 10:30:00,8.045
01/01/2099 10:35:00,8.322
01/01/2099 10:40:00,7.976
01/01/2099 10:45:00,7.976
01/01/2099 10:50:00,7.976
01/01/2099 10:55:00,7.837
01/01/2099 11:00:00,7.629
01/01/2099 11:05:00,7.629
01/01/2099 11:10:00,7.282
01/01/2099 11:15:00,7.282
01/01/2099 11:20:00,7.282
01/01/2099 11:25:00,7.143
01/01/2099 11:30:00,6.901
01/01/2099 11:35:00,6.762
01/01/2099 11:40:00,6.589
01/01/2099 11:45:00,6.589
01/01/2099 11:50:00,6.589
01/01/2099 11:55:00,6.519
01/01/2099 12:00:00,6.415
01/01/2099 12:05:00,6.415
01/01/2099 12:10:00,6.589
