!Version=2,type=RED,encoding=MBCS
FILECONT, TITLE
0,1
UserSettings,U_RD,U_EVAP,U_FLOW,U_VALUES,U_DATETIME
UserSettingsValues,mm,mm/day,m3/s,mm/hr,mm-dd-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_ARD,G_EVAP,G_UCWI,G_API30,G_SMS,G_SMD,G_WI,G_CINI,G_BF0,G_RP,G_DUR,G_RPT
01/01/2099 00:00:00,300,1,0,0,0.000,0,0,0.000,0,0,0,0.0000,0.0,POT
L_ARF,L_ARD,L_EVAP,L_UCWI,L_API30,L_SMS,L_SMD,L_WI,L_CINI,L_BF0
0.00,0,0,0.000,0,0,0.000,0,0,0
L_PTITLE,L_PDESC,L_GAUGE_DATA
1,COV2018_Current_100y1h_Z1N_SCS,
L_ACF,L_SCF
1.000,1.000
P_DATETIME,1
01/01/2099 00:00:00,0.000
01/01/2099 00:05:00,0.775
01/01/2099 00:10:00,0.616
01/01/2099 00:15:00,0.593
01/01/2099 00:20:00,0.569
01/01/2099 00:25:00,0.546
01/01/2099 00:30:00,0.528
01/01/2099 00:35:00,0.528
01/01/2099 00:40:00,0.558
01/01/2099 00:45:00,0.581
01/01/2099 00:50:00,0.605
01/01/2099 00:55:00,0.628
01/01/2099 01:00:00,0.681
01/01/2099 01:05:00,0.822
01/01/2099 01:10:00,0.851
01/01/2099 01:15:00,0.875
01/01/2099 01:20:00,0.898
01/01/2099 01:25:00,0.922
01/01/2099 01:30:00,0.928
01/01/2099 01:35:00,0.881
01/01/2099 01:40:00,0.881
01/01/2099 01:45:00,0.857
01/01/2099 01:50:00,0.887
01/01/2099 01:55:00,0.898
01/01/2099 02:00:00,0.887
01/01/2099 02:05:00,0.910
01/01/2099 02:10:00,0.939
01/01/2099 02:15:00,0.939
01/01/2099 02:20:00,0.957
01/01/2099 02:25:00,0.957
01/01/2099 02:30:00,0.939
01/01/2099 02:35:00,0.939
01/01/2099 02:40:00,0.939
01/01/2099 02:45:00,0.939
01/01/2099 02:50:00,0.939
01/01/2099 02:55:00,0.939
01/01/2099 03:00:00,0.934
01/01/2099 03:05:00,0.910
01/01/2099 03:10:00,0.939
01/01/2099 03:15:00,0.939
01/01/2099 03:20:00,0.939
01/01/2099 03:25:00,0.951
01/01/2099 03:30:00,0.980
01/01/2099 03:35:00,1.027
01/01/2099 03:40:00,1.057
01/01/2099 03:45:00,1.033
01/01/2099 03:50:00,1.063
01/01/2099 03:55:00,1.086
01/01/2099 04:00:00,1.086
01/01/2099 04:05:00,1.086
01/01/2099 04:10:00,1.086
01/01/2099 04:15:00,1.110
01/01/2099 04:20:00,1.133
01/01/2099 04:25:00,1.145
01/01/2099 04:30:00,1.151
01/01/2099 04:35:00,1.174
01/01/2099 04:40:00,1.204
01/01/2099 04:45:00,1.227
01/01/2099 04:50:00,1.251
01/01/2099 04:55:00,1.274
01/01/2099 05:00:00,1.303
01/01/2099 05:05:00,1.350
01/01/2099 05:10:00,1.380
01/01/2099 05:15:00,1.403
01/01/2099 05:20:00,1.427
01/01/2099 05:25:00,1.450
01/01/2099 05:30:00,1.462
01/01/2099 05:35:00,1.438
01/01/2099 05:40:00,1.497
01/01/2099 05:45:00,1.521
01/01/2099 05:50:00,1.544
01/01/2099 05:55:00,1.579
01/01/2099 06:00:00,1.644
01/01/2099 06:05:00,1.761
01/01/2099 06:10:00,1.791
01/01/2099 06:15:00,1.814
01/01/2099 06:20:00,1.838
01/01/2099 06:25:00,1.861
01/01/2099 06:30:00,1.849
01/01/2099 06:35:00,1.732
01/01/2099 06:40:00,1.732
01/01/2099 06:45:00,1.779
01/01/2099 06:50:00,1.844
01/01/2099 06:55:00,1.914
01/01/2099 07:00:00,1.996
01/01/2099 07:05:00,2.114
01/01/2099 07:10:00,2.260
01/01/2099 07:15:00,2.401
01/01/2099 07:20:00,2.560
01/01/2099 07:25:00,2.736
01/01/2099 07:30:00,3.558
01/01/2099 07:35:00,6.282
01/01/2099 07:40:00,6.840
01/01/2099 07:45:00,7.028
01/01/2099 07:50:00,7.022
01/01/2099 07:55:00,6.822
01/01/2099 08:00:00,6.106
01/01/2099 08:05:00,4.227
01/01/2099 08:10:00,3.611
01/01/2099 08:15:00,3.211
01/01/2099 08:20:00,2.883
01/01/2099 08:25:00,2.624
01/01/2099 08:30:00,2.501
01/01/2099 08:35:00,2.642
01/01/2099 08:40:00,2.495
01/01/2099 08:45:00,2.378
01/01/2099 08:50:00,2.260
01/01/2099 08:55:00,2.143
01/01/2099 09:00:00,2.031
01/01/2099 09:05:00,1.937
01/01/2099 09:10:00,1.849
01/01/2099 09:15:00,1.779
01/01/2099 09:20:00,1.708
01/01/2099 09:25:00,1.638
01/01/2099 09:30:00,1.597
01/01/2099 09:35:00,1.644
01/01/2099 09:40:00,1.644
01/01/2099 09:45:00,1.597
01/01/2099 09:50:00,1.550
01/01/2099 09:55:00,1.526
01/01/2099 10:00:00,1.515
01/01/2099 10:05:00,1.468
01/01/2099 10:10:00,1.409
01/01/2099 10:15:00,1.409
01/01/2099 10:20:00,1.409
01/01/2099 10:25:00,1.386
01/01/2099 10:30:00,1.362
01/01/2099 10:35:00,1.409
01/01/2099 10:40:00,1.350
01/01/2099 10:45:00,1.350
01/01/2099 10:50:00,1.350
01/01/2099 10:55:00,1.327
01/01/2099 11:00:00,1.292
01/01/2099 11:05:00,1.292
01/01/2099 11:10:00,1.233
01/01/2099 11:15:00,1.233
01/01/2099 11:20:00,1.233
01/01/2099 11:25:00,1.209
01/01/2099 11:30:00,1.168
01/01/2099 11:35:00,1.145
01/01/2099 11:40:00,1.116
01/01/2099 11:45:00,1.116
01/01/2099 11:50:00,1.116
01/01/2099 11:55:00,1.104
01/01/2099 12:00:00,1.086
01/01/2099 12:05:00,1.086
01/01/2099 12:10:00,1.116
