!Version=2,type=RED,encoding=MBCS
FILECONT, TITLE
0,1
UserSettings,U_RD,U_EVAP,U_FLOW,U_VALUES,U_DATETIME
UserSettingsValues,mm,mm/day,m3/s,mm/hr,mm-dd-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_ARD,G_EVAP,G_UCWI,G_API30,G_SMS,G_SMD,G_WI,G_CINI,G_BF0,G_RP,G_DUR,G_RPT
01/01/2099 00:00:00,300,1,0,0,0.000,0,0,0.000,0,0,0,0.0000,0.0,POT
L_ARF,L_ARD,L_EVAP,L_UCWI,L_API30,L_SMS,L_SMD,L_WI,L_CINI,L_BF0
0.00,0,0,0.000,0,0,0.000,0,0,0
L_PTITLE,L_PDESC,L_GAUGE_DATA
1,COV2018_2050High_25y24h_Z5_SCS,
L_ACF,L_SCF
1.000,1.000
P_DATETIME,1
01/01/2099 00:00:00,0.000
01/01/2099 00:05:00,4.264
01/01/2099 00:10:00,3.392
01/01/2099 00:15:00,3.262
01/01/2099 00:20:00,3.133
01/01/2099 00:25:00,3.004
01/01/2099 00:30:00,2.907
01/01/2099 00:35:00,2.907
01/01/2099 00:40:00,3.069
01/01/2099 00:45:00,3.198
01/01/2099 00:50:00,3.327
01/01/2099 00:55:00,3.456
01/01/2099 01:00:00,3.747
01/01/2099 01:05:00,4.522
01/01/2099 01:10:00,4.684
01/01/2099 01:15:00,4.813
01/01/2099 01:20:00,4.942
01/01/2099 01:25:00,5.071
01/01/2099 01:30:00,5.103
01/01/2099 01:35:00,4.845
01/01/2099 01:40:00,4.845
01/01/2099 01:45:00,4.716
01/01/2099 01:50:00,4.877
01/01/2099 01:55:00,4.942
01/01/2099 02:00:00,4.877
01/01/2099 02:05:00,5.007
01/01/2099 02:10:00,5.168
01/01/2099 02:15:00,5.168
01/01/2099 02:20:00,5.265
01/01/2099 02:25:00,5.265
01/01/2099 02:30:00,5.168
01/01/2099 02:35:00,5.168
01/01/2099 02:40:00,5.168
01/01/2099 02:45:00,5.168
01/01/2099 02:50:00,5.168
01/01/2099 02:55:00,5.168
01/01/2099 03:00:00,5.136
01/01/2099 03:05:00,5.007
01/01/2099 03:10:00,5.168
01/01/2099 03:15:00,5.168
01/01/2099 03:20:00,5.168
01/01/2099 03:25:00,5.233
01/01/2099 03:30:00,5.394
01/01/2099 03:35:00,5.653
01/01/2099 03:40:00,5.814
01/01/2099 03:45:00,5.685
01/01/2099 03:50:00,5.846
01/01/2099 03:55:00,5.976
01/01/2099 04:00:00,5.976
01/01/2099 04:05:00,5.976
01/01/2099 04:10:00,5.976
01/01/2099 04:15:00,6.105
01/01/2099 04:20:00,6.234
01/01/2099 04:25:00,6.299
01/01/2099 04:30:00,6.331
01/01/2099 04:35:00,6.460
01/01/2099 04:40:00,6.622
01/01/2099 04:45:00,6.751
01/01/2099 04:50:00,6.880
01/01/2099 04:55:00,7.009
01/01/2099 05:00:00,7.171
01/01/2099 05:05:00,7.429
01/01/2099 05:10:00,7.591
01/01/2099 05:15:00,7.720
01/01/2099 05:20:00,7.849
01/01/2099 05:25:00,7.978
01/01/2099 05:30:00,8.043
01/01/2099 05:35:00,7.914
01/01/2099 05:40:00,8.237
01/01/2099 05:45:00,8.366
01/01/2099 05:50:00,8.495
01/01/2099 05:55:00,8.689
01/01/2099 06:00:00,9.044
01/01/2099 06:05:00,9.690
01/01/2099 06:10:00,9.852
01/01/2099 06:15:00,9.981
01/01/2099 06:20:00,10.110
01/01/2099 06:25:00,10.239
01/01/2099 06:30:00,10.175
01/01/2099 06:35:00,9.529
01/01/2099 06:40:00,9.529
01/01/2099 06:45:00,9.787
01/01/2099 06:50:00,10.142
01/01/2099 06:55:00,10.530
01/01/2099 07:00:00,10.982
01/01/2099 07:05:00,11.628
01/01/2099 07:10:00,12.436
01/01/2099 07:15:00,13.211
01/01/2099 07:20:00,14.083
01/01/2099 07:25:00,15.052
01/01/2099 07:30:00,19.574
01/01/2099 07:35:00,34.561
01/01/2099 07:40:00,37.630
01/01/2099 07:45:00,38.664
01/01/2099 07:50:00,38.631
01/01/2099 07:55:00,37.533
01/01/2099 08:00:00,33.592
01/01/2099 08:05:00,23.256
01/01/2099 08:10:00,19.865
01/01/2099 08:15:00,17.668
01/01/2099 08:20:00,15.860
01/01/2099 08:25:00,14.438
01/01/2099 08:30:00,13.760
01/01/2099 08:35:00,14.535
01/01/2099 08:40:00,13.728
01/01/2099 08:45:00,13.082
01/01/2099 08:50:00,12.436
01/01/2099 08:55:00,11.790
01/01/2099 09:00:00,11.176
01/01/2099 09:05:00,10.659
01/01/2099 09:10:00,10.175
01/01/2099 09:15:00,9.787
01/01/2099 09:20:00,9.399
01/01/2099 09:25:00,9.012
01/01/2099 09:30:00,8.786
01/01/2099 09:35:00,9.044
01/01/2099 09:40:00,9.044
01/01/2099 09:45:00,8.786
01/01/2099 09:50:00,8.527
01/01/2099 09:55:00,8.398
01/01/2099 10:00:00,8.334
01/01/2099 10:05:00,8.075
01/01/2099 10:10:00,7.752
01/01/2099 10:15:00,7.752
01/01/2099 10:20:00,7.752
01/01/2099 10:25:00,7.623
01/01/2099 10:30:00,7.494
01/01/2099 10:35:00,7.752
01/01/2099 10:40:00,7.429
01/01/2099 10:45:00,7.429
01/01/2099 10:50:00,7.429
01/01/2099 10:55:00,7.300
01/01/2099 11:00:00,7.106
01/01/2099 11:05:00,7.106
01/01/2099 11:10:00,6.783
01/01/2099 11:15:00,6.783
01/01/2099 11:20:00,6.783
01/01/2099 11:25:00,6.654
01/01/2099 11:30:00,6.428
01/01/2099 11:35:00,6.299
01/01/2099 11:40:00,6.137
01/01/2099 11:45:00,6.137
01/01/2099 11:50:00,6.137
01/01/2099 11:55:00,6.072
01/01/2099 12:00:00,5.976
01/01/2099 12:05:00,5.976
01/01/2099 12:10:00,6.137
