!Version=2,type=RED,encoding=MBCS
FILECONT, TITLE
0,1
UserSettings,U_RD,U_EVAP,U_FLOW,U_VALUES,U_DATETIME
UserSettingsValues,mm,mm/day,m3/s,mm/hr,mm-dd-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_ARD,G_EVAP,G_UCWI,G_API30,G_SMS,G_SMD,G_WI,G_CINI,G_BF0,G_RP,G_DUR,G_RPT
01/01/2099 00:00:00,300,1,0,0,0.000,0,0,0.000,0,0,0,0.0000,0.0,POT
L_ARF,L_ARD,L_EVAP,L_UCWI,L_API30,L_SMS,L_SMD,L_WI,L_CINI,L_BF0
0.00,0,0,0.000,0,0,0.000,0,0,0
L_PTITLE,L_PDESC,L_GAUGE_DATA
1,COV2018_2050Moderate_10y24h_Z1N_SCS,
L_ACF,L_SCF
1.000,1.000
P_DATETIME,1
01/01/2099 00:00:00,0.000
01/01/2099 00:05:00,2.787
01/01/2099 00:10:00,2.217
01/01/2099 00:15:00,2.133
01/01/2099 00:20:00,2.048
01/01/2099 00:25:00,1.964
01/01/2099 00:30:00,1.900
01/01/2099 00:35:00,1.900
01/01/2099 00:40:00,2.006
01/01/2099 00:45:00,2.090
01/01/2099 00:50:00,2.175
01/01/2099 00:55:00,2.259
01/01/2099 01:00:00,2.449
01/01/2099 01:05:00,2.956
01/01/2099 01:10:00,3.062
01/01/2099 01:15:00,3.146
01/01/2099 01:20:00,3.231
01/01/2099 01:25:00,3.315
01/01/2099 01:30:00,3.336
01/01/2099 01:35:00,3.167
01/01/2099 01:40:00,3.167
01/01/2099 01:45:00,3.083
01/01/2099 01:50:00,3.188
01/01/2099 01:55:00,3.231
01/01/2099 02:00:00,3.188
01/01/2099 02:05:00,3.273
01/01/2099 02:10:00,3.379
01/01/2099 02:15:00,3.379
01/01/2099 02:20:00,3.442
01/01/2099 02:25:00,3.442
01/01/2099 02:30:00,3.379
01/01/2099 02:35:00,3.379
01/01/2099 02:40:00,3.379
01/01/2099 02:45:00,3.379
01/01/2099 02:50:00,3.379
01/01/2099 02:55:00,3.379
01/01/2099 03:00:00,3.357
01/01/2099 03:05:00,3.273
01/01/2099 03:10:00,3.379
01/01/2099 03:15:00,3.379
01/01/2099 03:20:00,3.379
01/01/2099 03:25:00,3.421
01/01/2099 03:30:00,3.526
01/01/2099 03:35:00,3.695
01/01/2099 03:40:00,3.801
01/01/2099 03:45:00,3.716
01/01/2099 03:50:00,3.822
01/01/2099 03:55:00,3.906
01/01/2099 04:00:00,3.906
01/01/2099 04:05:00,3.906
01/01/2099 04:10:00,3.906
01/01/2099 04:15:00,3.991
01/01/2099 04:20:00,4.075
01/01/2099 04:25:00,4.118
01/01/2099 04:30:00,4.139
01/01/2099 04:35:00,4.223
01/01/2099 04:40:00,4.329
01/01/2099 04:45:00,4.413
01/01/2099 04:50:00,4.498
01/01/2099 04:55:00,4.582
01/01/2099 05:00:00,4.688
01/01/2099 05:05:00,4.857
01/01/2099 05:10:00,4.962
01/01/2099 05:15:00,5.047
01/01/2099 05:20:00,5.131
01/01/2099 05:25:00,5.216
01/01/2099 05:30:00,5.258
01/01/2099 05:35:00,5.173
01/01/2099 05:40:00,5.385
01/01/2099 05:45:00,5.469
01/01/2099 05:50:00,5.553
01/01/2099 05:55:00,5.680
01/01/2099 06:00:00,5.912
01/01/2099 06:05:00,6.335
01/01/2099 06:10:00,6.440
01/01/2099 06:15:00,6.525
01/01/2099 06:20:00,6.609
01/01/2099 06:25:00,6.694
01/01/2099 06:30:00,6.651
01/01/2099 06:35:00,6.229
01/01/2099 06:40:00,6.229
01/01/2099 06:45:00,6.398
01/01/2099 06:50:00,6.630
01/01/2099 06:55:00,6.884
01/01/2099 07:00:00,7.179
01/01/2099 07:05:00,7.602
01/01/2099 07:10:00,8.130
01/01/2099 07:15:00,8.636
01/01/2099 07:20:00,9.206
01/01/2099 07:25:00,9.840
01/01/2099 07:30:00,12.796
01/01/2099 07:35:00,22.594
01/01/2099 07:40:00,24.600
01/01/2099 07:45:00,25.276
01/01/2099 07:50:00,25.254
01/01/2099 07:55:00,24.536
01/01/2099 08:00:00,21.960
01/01/2099 08:05:00,15.203
01/01/2099 08:10:00,12.986
01/01/2099 08:15:00,11.550
01/01/2099 08:20:00,10.368
01/01/2099 08:25:00,9.439
01/01/2099 08:30:00,8.995
01/01/2099 08:35:00,9.502
01/01/2099 08:40:00,8.974
01/01/2099 08:45:00,8.552
01/01/2099 08:50:00,8.130
01/01/2099 08:55:00,7.707
01/01/2099 09:00:00,7.306
01/01/2099 09:05:00,6.968
01/01/2099 09:10:00,6.651
01/01/2099 09:15:00,6.398
01/01/2099 09:20:00,6.145
01/01/2099 09:25:00,5.891
01/01/2099 09:30:00,5.743
01/01/2099 09:35:00,5.912
01/01/2099 09:40:00,5.912
01/01/2099 09:45:00,5.743
01/01/2099 09:50:00,5.575
01/01/2099 09:55:00,5.490
01/01/2099 10:00:00,5.448
01/01/2099 10:05:00,5.279
01/01/2099 10:10:00,5.068
01/01/2099 10:15:00,5.068
01/01/2099 10:20:00,5.068
01/01/2099 10:25:00,4.983
01/01/2099 10:30:00,4.899
01/01/2099 10:35:00,5.068
01/01/2099 10:40:00,4.857
01/01/2099 10:45:00,4.857
01/01/2099 10:50:00,4.857
01/01/2099 10:55:00,4.772
01/01/2099 11:00:00,4.645
01/01/2099 11:05:00,4.645
01/01/2099 11:10:00,4.434
01/01/2099 11:15:00,4.434
01/01/2099 11:20:00,4.434
01/01/2099 11:25:00,4.350
01/01/2099 11:30:00,4.202
01/01/2099 11:35:00,4.118
01/01/2099 11:40:00,4.012
01/01/2099 11:45:00,4.012
01/01/2099 11:50:00,4.012
01/01/2099 11:55:00,3.970
01/01/2099 12:00:00,3.906
01/01/2099 12:05:00,3.906
01/01/2099 12:10:00,4.012
