!Version=2,type=RED,encoding=MBCS
FILECONT, TITLE
0,1
UserSettings,U_RD,U_EVAP,U_FLOW,U_VALUES,U_DATETIME
UserSettingsValues,mm,mm/day,m3/s,mm/hr,mm-dd-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_ARD,G_EVAP,G_UCWI,G_API30,G_SMS,G_SMD,G_WI,G_CINI,G_BF0,G_RP,G_DUR,G_RPT
01/01/2099 00:00:00,300,1,0,0,0.000,0,0,0.000,0,0,0,0.0000,0.0,POT
L_ARF,L_ARD,L_EVAP,L_UCWI,L_API30,L_SMS,L_SMD,L_WI,L_CINI,L_BF0
0.00,0,0,0.000,0,0,0.000,0,0,0
L_PTITLE,L_PDESC,L_GAUGE_DATA
1,COV2018_2050High_50y24h_Z1S_SCS,
L_ACF,L_SCF
1.000,1.000
P_DATETIME,1
01/01/2099 00:00:00,0.000
01/01/2099 00:05:00,4.163
01/01/2099 00:10:00,3.312
01/01/2099 00:15:00,3.186
01/01/2099 00:20:00,3.059
01/01/2099 00:25:00,2.933
01/01/2099 00:30:00,2.839
01/01/2099 00:35:00,2.839
01/01/2099 00:40:00,2.996
01/01/2099 00:45:00,3.122
01/01/2099 00:50:00,3.249
01/01/2099 00:55:00,3.375
01/01/2099 01:00:00,3.659
01/01/2099 01:05:00,4.416
01/01/2099 01:10:00,4.573
01/01/2099 01:15:00,4.699
01/01/2099 01:20:00,4.826
01/01/2099 01:25:00,4.952
01/01/2099 01:30:00,4.983
01/01/2099 01:35:00,4.731
01/01/2099 01:40:00,4.731
01/01/2099 01:45:00,4.605
01/01/2099 01:50:00,4.762
01/01/2099 01:55:00,4.826
01/01/2099 02:00:00,4.762
01/01/2099 02:05:00,4.889
01/01/2099 02:10:00,5.046
01/01/2099 02:15:00,5.046
01/01/2099 02:20:00,5.141
01/01/2099 02:25:00,5.141
01/01/2099 02:30:00,5.046
01/01/2099 02:35:00,5.046
01/01/2099 02:40:00,5.046
01/01/2099 02:45:00,5.046
01/01/2099 02:50:00,5.046
01/01/2099 02:55:00,5.046
01/01/2099 03:00:00,5.015
01/01/2099 03:05:00,4.889
01/01/2099 03:10:00,5.046
01/01/2099 03:15:00,5.046
01/01/2099 03:20:00,5.046
01/01/2099 03:25:00,5.109
01/01/2099 03:30:00,5.267
01/01/2099 03:35:00,5.519
01/01/2099 03:40:00,5.677
01/01/2099 03:45:00,5.551
01/01/2099 03:50:00,5.709
01/01/2099 03:55:00,5.835
01/01/2099 04:00:00,5.835
01/01/2099 04:05:00,5.835
01/01/2099 04:10:00,5.835
01/01/2099 04:15:00,5.961
01/01/2099 04:20:00,6.087
01/01/2099 04:25:00,6.150
01/01/2099 04:30:00,6.182
01/01/2099 04:35:00,6.308
01/01/2099 04:40:00,6.466
01/01/2099 04:45:00,6.592
01/01/2099 04:50:00,6.718
01/01/2099 04:55:00,6.844
01/01/2099 05:00:00,7.002
01/01/2099 05:05:00,7.254
01/01/2099 05:10:00,7.412
01/01/2099 05:15:00,7.538
01/01/2099 05:20:00,7.664
01/01/2099 05:25:00,7.790
01/01/2099 05:30:00,7.853
01/01/2099 05:35:00,7.727
01/01/2099 05:40:00,8.043
01/01/2099 05:45:00,8.169
01/01/2099 05:50:00,8.295
01/01/2099 05:55:00,8.484
01/01/2099 06:00:00,8.831
01/01/2099 06:05:00,9.462
01/01/2099 06:10:00,9.620
01/01/2099 06:15:00,9.746
01/01/2099 06:20:00,9.872
01/01/2099 06:25:00,9.998
01/01/2099 06:30:00,9.935
01/01/2099 06:35:00,9.304
01/01/2099 06:40:00,9.304
01/01/2099 06:45:00,9.557
01/01/2099 06:50:00,9.903
01/01/2099 06:55:00,10.282
01/01/2099 07:00:00,10.723
01/01/2099 07:05:00,11.354
01/01/2099 07:10:00,12.143
01/01/2099 07:15:00,12.900
01/01/2099 07:20:00,13.751
01/01/2099 07:25:00,14.697
01/01/2099 07:30:00,19.113
01/01/2099 07:35:00,33.747
01/01/2099 07:40:00,36.744
01/01/2099 07:45:00,37.753
01/01/2099 07:50:00,37.721
01/01/2099 07:55:00,36.649
01/01/2099 08:00:00,32.801
01/01/2099 08:05:00,22.709
01/01/2099 08:10:00,19.397
01/01/2099 08:15:00,17.252
01/01/2099 08:20:00,15.486
01/01/2099 08:25:00,14.098
01/01/2099 08:30:00,13.436
01/01/2099 08:35:00,14.193
01/01/2099 08:40:00,13.404
01/01/2099 08:45:00,12.774
01/01/2099 08:50:00,12.143
01/01/2099 08:55:00,11.512
01/01/2099 09:00:00,10.913
01/01/2099 09:05:00,10.408
01/01/2099 09:10:00,9.935
01/01/2099 09:15:00,9.557
01/01/2099 09:20:00,9.178
01/01/2099 09:25:00,8.800
01/01/2099 09:30:00,8.579
01/01/2099 09:35:00,8.831
01/01/2099 09:40:00,8.831
01/01/2099 09:45:00,8.579
01/01/2099 09:50:00,8.326
01/01/2099 09:55:00,8.200
01/01/2099 10:00:00,8.137
01/01/2099 10:05:00,7.885
01/01/2099 10:10:00,7.570
01/01/2099 10:15:00,7.570
01/01/2099 10:20:00,7.570
01/01/2099 10:25:00,7.443
01/01/2099 10:30:00,7.317
01/01/2099 10:35:00,7.570
01/01/2099 10:40:00,7.254
01/01/2099 10:45:00,7.254
01/01/2099 10:50:00,7.254
01/01/2099 10:55:00,7.128
01/01/2099 11:00:00,6.939
01/01/2099 11:05:00,6.939
01/01/2099 11:10:00,6.623
01/01/2099 11:15:00,6.623
01/01/2099 11:20:00,6.623
01/01/2099 11:25:00,6.497
01/01/2099 11:30:00,6.276
01/01/2099 11:35:00,6.150
01/01/2099 11:40:00,5.993
01/01/2099 11:45:00,5.993
01/01/2099 11:50:00,5.993
01/01/2099 11:55:00,5.929
01/01/2099 12:00:00,5.835
01/01/2099 12:05:00,5.835
01/01/2099 12:10:00,5.993
