!Version=2,type=RED,encoding=MBCS
FILECONT, TITLE
0,1
UserSettings,U_RD,U_EVAP,U_FLOW,U_VALUES,U_DATETIME
UserSettingsValues,mm,mm/day,m3/s,mm/hr,mm-dd-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_ARD,G_EVAP,G_UCWI,G_API30,G_SMS,G_SMD,G_WI,G_CINI,G_BF0,G_RP,G_DUR,G_RPT
01/01/2099 00:00:00,300,1,0,0,0.000,0,0,0.000,0,0,0,0.0000,0.0,POT
L_ARF,L_ARD,L_EVAP,L_UCWI,L_API30,L_SMS,L_SMD,L_WI,L_CINI,L_BF0
0.00,0,0,0.000,0,0,0.000,0,0,0
L_PTITLE,L_PDESC,L_GAUGE_DATA
1,COV2018_2100Moderate_10y24h_Z1N_SCS,
L_ACF,L_SCF
1.000,1.000
P_DATETIME,1
01/01/2099 00:00:00,0.000
01/01/2099 00:05:00,3.360
01/01/2099 00:10:00,2.673
01/01/2099 00:15:00,2.571
01/01/2099 00:20:00,2.469
01/01/2099 00:25:00,2.367
01/01/2099 00:30:00,2.291
01/01/2099 00:35:00,2.291
01/01/2099 00:40:00,2.418
01/01/2099 00:45:00,2.520
01/01/2099 00:50:00,2.622
01/01/2099 00:55:00,2.724
01/01/2099 01:00:00,2.953
01/01/2099 01:05:00,3.564
01/01/2099 01:10:00,3.691
01/01/2099 01:15:00,3.793
01/01/2099 01:20:00,3.895
01/01/2099 01:25:00,3.996
01/01/2099 01:30:00,4.022
01/01/2099 01:35:00,3.818
01/01/2099 01:40:00,3.818
01/01/2099 01:45:00,3.716
01/01/2099 01:50:00,3.844
01/01/2099 01:55:00,3.895
01/01/2099 02:00:00,3.844
01/01/2099 02:05:00,3.946
01/01/2099 02:10:00,4.073
01/01/2099 02:15:00,4.073
01/01/2099 02:20:00,4.149
01/01/2099 02:25:00,4.149
01/01/2099 02:30:00,4.073
01/01/2099 02:35:00,4.073
01/01/2099 02:40:00,4.073
01/01/2099 02:45:00,4.073
01/01/2099 02:50:00,4.073
01/01/2099 02:55:00,4.073
01/01/2099 03:00:00,4.047
01/01/2099 03:05:00,3.946
01/01/2099 03:10:00,4.073
01/01/2099 03:15:00,4.073
01/01/2099 03:20:00,4.073
01/01/2099 03:25:00,4.124
01/01/2099 03:30:00,4.251
01/01/2099 03:35:00,4.455
01/01/2099 03:40:00,4.582
01/01/2099 03:45:00,4.480
01/01/2099 03:50:00,4.607
01/01/2099 03:55:00,4.709
01/01/2099 04:00:00,4.709
01/01/2099 04:05:00,4.709
01/01/2099 04:10:00,4.709
01/01/2099 04:15:00,4.811
01/01/2099 04:20:00,4.913
01/01/2099 04:25:00,4.964
01/01/2099 04:30:00,4.989
01/01/2099 04:35:00,5.091
01/01/2099 04:40:00,5.218
01/01/2099 04:45:00,5.320
01/01/2099 04:50:00,5.422
01/01/2099 04:55:00,5.524
01/01/2099 05:00:00,5.651
01/01/2099 05:05:00,5.855
01/01/2099 05:10:00,5.982
01/01/2099 05:15:00,6.084
01/01/2099 05:20:00,6.186
01/01/2099 05:25:00,6.287
01/01/2099 05:30:00,6.338
01/01/2099 05:35:00,6.236
01/01/2099 05:40:00,6.491
01/01/2099 05:45:00,6.593
01/01/2099 05:50:00,6.695
01/01/2099 05:55:00,6.847
01/01/2099 06:00:00,7.127
01/01/2099 06:05:00,7.637
01/01/2099 06:10:00,7.764
01/01/2099 06:15:00,7.866
01/01/2099 06:20:00,7.967
01/01/2099 06:25:00,8.069
01/01/2099 06:30:00,8.018
01/01/2099 06:35:00,7.509
01/01/2099 06:40:00,7.509
01/01/2099 06:45:00,7.713
01/01/2099 06:50:00,7.993
01/01/2099 06:55:00,8.298
01/01/2099 07:00:00,8.655
01/01/2099 07:05:00,9.164
01/01/2099 07:10:00,9.800
01/01/2099 07:15:00,10.411
01/01/2099 07:20:00,11.098
01/01/2099 07:25:00,11.862
01/01/2099 07:30:00,15.426
01/01/2099 07:35:00,27.237
01/01/2099 07:40:00,29.655
01/01/2099 07:45:00,30.470
01/01/2099 07:50:00,30.444
01/01/2099 07:55:00,29.579
01/01/2099 08:00:00,26.473
01/01/2099 08:05:00,18.328
01/01/2099 08:10:00,15.655
01/01/2099 08:15:00,13.924
01/01/2099 08:20:00,12.498
01/01/2099 08:25:00,11.378
01/01/2099 08:30:00,10.844
01/01/2099 08:35:00,11.455
01/01/2099 08:40:00,10.818
01/01/2099 08:45:00,10.309
01/01/2099 08:50:00,9.800
01/01/2099 08:55:00,9.291
01/01/2099 09:00:00,8.807
01/01/2099 09:05:00,8.400
01/01/2099 09:10:00,8.018
01/01/2099 09:15:00,7.713
01/01/2099 09:20:00,7.407
01/01/2099 09:25:00,7.102
01/01/2099 09:30:00,6.924
01/01/2099 09:35:00,7.127
01/01/2099 09:40:00,7.127
01/01/2099 09:45:00,6.924
01/01/2099 09:50:00,6.720
01/01/2099 09:55:00,6.618
01/01/2099 10:00:00,6.567
01/01/2099 10:05:00,6.364
01/01/2099 10:10:00,6.109
01/01/2099 10:15:00,6.109
01/01/2099 10:20:00,6.109
01/01/2099 10:25:00,6.007
01/01/2099 10:30:00,5.906
01/01/2099 10:35:00,6.109
01/01/2099 10:40:00,5.855
01/01/2099 10:45:00,5.855
01/01/2099 10:50:00,5.855
01/01/2099 10:55:00,5.753
01/01/2099 11:00:00,5.600
01/01/2099 11:05:00,5.600
01/01/2099 11:10:00,5.346
01/01/2099 11:15:00,5.346
01/01/2099 11:20:00,5.346
01/01/2099 11:25:00,5.244
01/01/2099 11:30:00,5.066
01/01/2099 11:35:00,4.964
01/01/2099 11:40:00,4.836
01/01/2099 11:45:00,4.836
01/01/2099 11:50:00,4.836
01/01/2099 11:55:00,4.786
01/01/2099 12:00:00,4.709
01/01/2099 12:05:00,4.709
01/01/2099 12:10:00,4.836
