manhole_id,upstream_pipe_count,upstream_pipe_total_length,upstream_pipe_weighted_avg_diameter,upstream_pipe_weighted_avg_gradient,upstream_storm_impervious_area,upstream_sanitary_population
MH423068,1,80.46694900436094,200.0,0.0484671041745182,0.5800252271677564,54.69999999999999
MH423069,2,122.83692777436755,234.49286752582555,0.03337758501686948,1.3556888478385598,1976.4000000000003
MH423466,3,97.28195077050353,175.70870316213342,0.03361363515123383,0.811408136102184,79.99999999999999
MH423970,0,0.0,0.0,0.0,0.0,48.79999999999999
MHJ11_L,0,0.0,0.0,0.0,0.07570134535529961,0.0
MHJ12_L,0,0.0,0.0,0.0,0.0804340285640422,0.0
MHJ22_L,4,167.15520581140726,185.86281096264992,0.052466209218124754,0.811408136102184,79.99999999999999
MHJ23_L,1,45.10700004397455,200.0,0.008202717973691305,0.3993241331796722,38.6
MHJ25_L,5,192.05209488891262,200.0,0.04446710151711566,1.1786684515143835,71.39999999999998
MHJ26_L,0,0.0,0.0,0.0,0.24399464566489448,0.0
MHJ27_L,0,0.0,0.0,0.0,0.04350686580032603,0.0
MHJ28_L,0,0.0,0.0,0.0,0.6842597254212223,0.0
MHJ31_L,146,9465.51509899448,336.95278897699404,0.021434544013516275,35.76280116361348,5479.12000000001
MHJ6_L,1,21.17098063420133,200.0,0.007085170148315351,0.3697719656198182,44.4
MHJ7_L,0,0.0,0.0,0.0,0.38591532658959055,0.0
MHJ8_L,1,86.97112074622302,300.0,0.007473745243512156,0.24535060367344813,0.9
MHJ9_L,2,87.97112074622302,300.0,0.013868187533036435,0.24535060367344813,0.9
MH492576,0,0.0,0.0,0.0,0.0,0.0
MH414536,1,68.6543256389087,250.0,0.0189354419827444,1.0592251811093103,0.0
MH414965,1,69.18115980484912,200.0,0.01908033926756291,0.0,301.0
MH1371142,1,91.61766472646691,200.0,0.021393254301468725,0.0,27.0
MH1371153,2,211.30817938225067,221.77651715757713,0.021248585895379413,1.6386414012913597,139.00000000000003
MH1371167,0,0.0,0.0,0.0,0.0,27.0
MH1371174,0,0.0,0.0,0.0,0.39268631835859236,46.599999999999994
MH1371181,5,502.83394440796127,247.41810470873753,0.016216089010459605,2.0075149725011707,2.8
MH1371196,2,292.235158746385,199.99999999999997,0.018146344959821196,0.0,21.6
MH1371208,0,0.0,0.0,0.0,0.0,21.6
MH1371238,3,214.23264434282473,202.1142457069337,0.013186599122957707,2.0075149725011707,0.0
MH397068,1,11.275748311790034,150.0,0.004434295500167973,0.2615881319105943,0.0
MH397074,0,0.0,0.0,0.0,0.526234055315833,53.199999999999996
MH397076,2,47.2620948626605,150.0,0.02898728894648217,0.5332112810837409,46.599999999999994
MH397653,2,109.6840328021442,199.99999999999997,0.01878122045089257,0.0,308.59999999999997
MH397666,0,0.0,0.0,0.0,0.4800317057378875,37.4
MH397759,2,109.3873920223781,268.6187208737623,0.018923570273770854,1.3485161793134437,10.8
MH398281,13,1117.114004210205,239.9247614877063,0.017470016423075593,4.997895572432711,213.20000000000013
MH398282,1,167.9782071605675,200.0,0.006191279318786204,0.0,65.99999999999999
MH398283,0,0.0,0.0,0.0,0.0,44.999999999999986
MH398284,16,1298.5255808004295,286.7420278401309,0.017254954643395364,5.6251043564281975,224.40000000000015
MH400938,2,148.87815474516069,223.9986477818803,0.011351564659656232,1.75672806437364,185.40000000000015
